날짜,시간,광역,지역,종류,코드,내용,긴급도
2024-06-17,20:31:59,서울특별시,서울경찰청,실종,18,"성동구 주민인 김한식씨(남,71세)를 찾습니다-165cm,54kg,대머리,회색체크자켓,청바지,검정운동화  vo.la/odREX/ ☎112 [서울경찰청]",1
2025-03-26,16:29:30,경상남도,함양군,산불,3,"금일 산청 쪽 지리산국립공원 일대에 산불이 진행 중입니다. 마천, 휴천면민께서는 유입되는 연기에 안전을 유의하여 주시기 바랍니다. [함양군]",2
2023-12-20,20:32:09,전라남도,전라남도,대설,13,"대설로 인해 도로 결빙이 예상되니 야외 활동과 차량운행을 자제하고 차량 운행시 안전장비(체인, 삽 등) 준비 및 감속운행 하시기 바랍니다. [전라남도]",2
2024-04-03,16:55:13,전라남도,전남경찰청,실종,18,"목포시에서 실종된 김용안씨(남,70세)를 찾습니다-170cm,73kg,남색패딩,검정바지,흰색운동화,짧은백발 
vo.la/prYLb / ☎182 [전남경찰청]",1
2025-04-10,16:29:35,경상남도,거제시,산불,3,산불재난 국가위기경보 “심각”단계 발령▲산림 주변 소각 금지▲예초기 작업 시 화재 유의▲ 실수로 낸 산불이라도 3년이하 징역형 또는 3천만원 이하의 벌금[거제시],1
2024-07-08,21:37:07,경상북도,예천군,호우,6,오늘 21:30 호우주의보 발효. 양수발전소 방류에 따라 한천 수위상승으로 둔치주차장 내 침수가 우려되오니 차량 이동주차하여 주시기 바랍니다.[예천군],2
2025-03-26,17:14:09,울산광역시,한국전력공사,산불,3,온양읍 산불발생으로 3.26(수) 15:50부터 온양읍 평광길2-3번지 일원 300m이내 휴전 작업을 실시하오니 협조 바랍니다.작업 완료 즉시 송전[한국전력공사],2
2024-07-23,20:02:42,경기도,경기북부경찰청,실종,18,"남양주시에서 실종된 김숙희씨(여,60세)를 찾습니다-150cm,40kg,단발머리,회색긴팔줄무늬,검정크로스백
vo.la/BcRea / ☎112 [경기북부경찰청]",1
2025-04-06,11:29:37,전라남도,화순군,산불,3,실수로 산불을 내더라도 3년 이하의 징역이나 3천만원 이하 벌금형 처해질 수 있습니다.▲산림주변 소각 행위 금지 ▲성묘·입산을 자제하여 주시기 바랍니다.[화순군],1
2023-12-10,9:21:02,충청남도,충남경찰청,실종,18,"경찰은 계룡시에서 실종된 최승화씨(여,27세)를 찾습니다 -156cm,무릎기장검정패딩,검정바지,아디다스검정운동화 vo.la/eKrmZ / ☎182 [충남경찰청]",1
2024-09-20,6:16:02,전라남도,영암군,산사태,4,"금일 06시 영암군 산사태 경보 발령, 산림 주변 위험지역 접근을 자제하여 주시고, 산림 인근 거주민께서는 산사태 우려시 즉시 대피하여 주시기 바랍니다.[영암군]",3
2024-08-01,9:32:40,경상북도,청송군,폭염,7,"연일 폭염이 지속중입니다. ▲12~17시 야외활동 자제 ▲외출 시 가벼운 옷입기 및 양산,모자 사용 ▲충분한 수분섭취, 휴식 등 온열질환에 유의바랍니다.[청송군]",2
2024-08-15,9:20:35,경상북도,포항시,물놀이,21,"물놀이 사고 예방 알림 △물놀이 시 구명조끼 착용 필수 △어린이는 보호자와 함께 △음주 수영, 다이빙 금지 등 수상안전수칙 준수 바랍니다. [포항시]",1
2025-01-09,16:04:18,전북특별자치도,고창군,대설,13,대설경보 발효.서해안 고속도로 서울방향 94km 부근 5중 추돌사고 발생.인근 통행차량 서행. 안전거리 확보 및 우회. 대설 관련 안전에 유의바랍니다. [고창군],3
2024-08-16,11:33:45,전북특별자치도,전주시,물놀이,21,물놀이 사고 예방을 위해▲충분한 준비운동▲구명조끼 착용▲야간 및 음주 후 수영금지▲어린이는 반드시 보호자와 함께하기 등 안전수칙을 준수 바랍니다.[전주시],1
2025-04-12,10:32:07,전라남도,진도군,강풍,17,주말동안 비를 동반한 매우 강한 바람이 예상됨 ▲입간판 및 시설하우스 등 고정 ▲위험지역 접근금지 ▲야외활동 자제 등 안전에 유의 바랍니다[진도군],2
2024-04-23,11:12:06,부산광역시,부산경찰청,실종,18,"연제구 주민인 박옥훈씨(여,69세)를 찾습니다-160cm,40kg,분홍색상의,검정바지,분홍운동화,검정뿔테안경 vo.la/uPtjv / ☎182 [부산경찰청]",1
2025-03-05,6:27:28,경상남도,양산시,한파,15,"어제부터 내린 눈비로 인해 도로결빙 우려가 있으니 감속 운전, 차간거리 확보 등 안전운전하시기 바랍니다.[양산시]",2
2024-05-10,8:55:19,경상남도,경남경찰청,실종,18,"김해시에서 실종된 이종구씨(남,77세)를 찾습니다 -165cm,50kg,검정색외투,남색상하의,검정구두,마스크
vo.la/NpXGn / ☎112 [경남경찰청]",1
2024-08-07,18:13:26,부산광역시,부산경찰청,실종,18,"연제구 주민인 정완모씨(남,82세)를 찾습니다-165cm,흰반팔셔츠,검정7부바지,베이지색창모자,흰운동화,어두운가방
vo.la/bdLPq /☎112 [부산경찰청]",1
2025-01-09,11:32:26,전라남도,보성군,대설,13,보성군 대설주의보 발효중 ▲외출 및 야외활동 자제 ▲수도관 보온조치 ▲난방기 화재주의 ▲도로결빙 등 안전에 유의하시기 바랍니다.[보성군],2
2024-08-04,9:01:40,강원특별자치도,강원특별자치도,폭염,7,"더운 날씨가 지속되고 있습니다. 물 충분히 마시기, 야외활동 자제, 실외 작업장 안전수칙 지키기 등 안전에 유의바랍니다.[강원특별자치도]",2
2023-09-20,20:57:53,강원특별자치도,,기타,24,"[행정안전부] 반지하주택, 지하상가 등 바닥에 물이 차오르거나 하수 역류 시 즉시 지상으로 대피해주세요. 공동주택 지하주차장은 빗물 유입 시 출입을 금지해주세요.",3
2024-03-27,8:26:30,강원특별자치도,춘천시,기타,24,오늘 08:01분 강원대후문 LPG누출. 사고 발생 인근 주민은 외출을 자제하여  안전사고 발생에 유의 바랍니다.[춘천시],3
2024-08-10,11:07:14,전라남도,구례군,폭염,7,"현재 구례군에 폭염경보 발효 중. 낮 시간대 야외활동(논,밭,하우스 등) 및 외출 자제. 폭염안전수칙(물,그늘,휴식)준수 등 건강관리에 유의바랍니다.[구례군]",2
2024-07-18,18:14:02,전라남도,완도군,호우,6,"새벽 집중호우에 따른 다수의 피해 예상 ▲상습침수지역, 급경사지, 지하주차장, 산새태 위험지역 등 야외활동 자제 바랍니다[완도군]",2
2024-07-02,11:34:49,경기도,동두천시,호우,6,"호우주의보가 발효 중으로 많은 비가 예상되오니 신천변, 등산로, 계곡 등 위험지역에 접근하지마시고 안전사고 예방에 주의해 주시기 바랍니다.[동두천시]",2
2025-03-21,19:53:45,경상남도,산청군,산불,3,"오늘 15:26 시천면 산불 발생. 점동마을, 국동마을 방향으로 확산중. 해당 마을 주민들은 선비문화연구원으로 즉시 대피 바랍니다. [산청군]",4
2024-07-17,10:05:52,서울특별시,동대문구청,호우,6,"현재 동대문구에 시간당 50mm 이상 많은 비가 내리고 있으니 하천변, 저지대 등 위험지역 접근금지, 야외활동 자제 등 안전에 유의하시기 바랍니다.[동대문구청]",2
2024-07-10,4:49:00,충청북도,음성군,산사태,4,"현재 04:00 음성군 (원남) 산사태주의보 예측(주의보), 안전유의 및 유사시 대피장소(마을회관 등)로 대피하여 주시기 바랍니다.[음성군]",3
2024-07-09,4:28:03,전북특별자치도,장수군,산사태,4,"장수군(장계면, 계북면) 산사태주의보 발효. 산림주변 위험지역 접근 통행금지 및 위험징후 시 즉시 대피 및 외출자제 등 안전에 유의하시기 바랍니다. [장수군]",3
2024-07-24,9:59:14,전북특별자치도,정읍시,폭염,7,"정읍 폭염경보 발령 중. 영농작업이나 야외작업 시 통풍이 잘 되는 작업복을 착용하시고 수분섭취, 휴식시간 갖기 등 폭염 대비를 철저히 하시기 바랍니다. [정읍시]",2
2024-07-10,7:55:04,충청남도,서천군,호우,6,호우에 따라 서천에서 동백정 방향 버스 우회운행으로 비인면 관리 지역 통과 불가[서천군],2
2024-08-11,14:52:24,전라남도,영암군,물놀이,21,"물놀이 사고 예방을 위해 하천, 계곡 등 물놀이 시 ▲구명조끼 착용▲어린이는 보호자와 함께 ▲음주수영, 다이빙 금지 등 안전 수칙을 준수 바랍니다. [영암군]",1
2024-07-09,6:05:22,전북특별자치도,정읍시,호우,6,"정읍시 호우주의보 발효 중. 하천 주변산책로, 계곡, 급경사지, 농수로 등 위험 지역에 가지 마시고, 빗길 운전등 안전에 주의하시기 바랍니다. [정읍시]",2
2024-05-25,14:44:03,제주특별자치도,제주소방안전본부,화재,19,"금일 14:01분경 종달교차로 서측건물 화재로 검은연기가 다량으로 발생하고 있습니다. 차량 등 이동 시 우회하고, 안전한 곳으로 대피바랍니다. [제주소방안전본부]",3
2024-04-27,13:17:21,인천광역시,인천경찰청,실종,18,"미추홀구 주민인 구본건씨(남,79세)를 찾습니다-158cm,60kg,백발,파란색점퍼,검정7부바지,검정단화,안경 
vo.la/dLSxX / ☎112 [인천경찰청]",1
2025-04-06,9:50:39,경상남도,창녕군,산불,3,"산불예방 군민행동요령 안내 ▲쓰레기, 영농부산물 소각금지 ▲산림 내 취사 및 흡연 금지▲산불 발견 시 신고 등 안전관리에 유의해 주시기 바랍니다.[창녕군]",1
2024-08-16,11:06:18,광주광역시,광주광역시 남구,물놀이,21,휴가철 사고 예방을 위해 안전수칙을 준수해주세요▲충분한 준비운동▲구명조끼 착용▲안전구역에서 물놀이▲음주 후 수영금지▲어린이는 보호자와 동행[광주광역시 남구],1
2025-02-07,3:31:22,충청북도,충청북도,지진해일,14,"충북 충주시 북서쪽 22km 지역 규모 3.1 지진발생, 낙하물로부터 몸 보호, 진동 멈춘 후 야외로 대피하며 여진에 주의하시기 바랍니다. [충청북도]",4
2024-04-08,8:54:06,울산광역시,울산경찰청,실종,18,"울주군 주민인 이한준씨(남,68세)를 찾습니다 -175cm,68kg,어두운계통 운동복, 슬리퍼착용 vo.la/wxQWA / ☎112 [울산경찰청]",1
2024-11-08,8:23:17,경기도,경기남부경찰청,실종,18,"성남시 주민인 이순화씨(여,71세)를 찾습니다- 150cm,60kg,회색지퍼후드점퍼,검정긴바지,검정신발
vo.la/nfBEov / ☎112 [경기남부경찰청]",1
2024-08-14,13:04:04,대구광역시,군위군,폭염,7,"폭염경보 지속중. 낮시간 야외작업(논, 밭, 건설현장 등)을 자제하여 주시고, 수분 섭취와 그늘 휴식 등 건강 관리에 유의하시기 바랍니다. [군위군]",2
2023-09-22,17:09:51,경상남도,,교통,20,"[진주시]한빛요양병원에서 구.삼삼주유소 구간 중앙화단 철거 및 안전점검으로 인해 초전동방면 2개 차로, 상평교방면 1개 차로 통제 중이므로 우회도로 이용바랍니다.",2
2023-12-16,17:53:44,충청남도,아산시청,대설,13,현재 대설주의보 발효중. 많은 눈과 강추위 예정 ▲도로 결빙에 따른 차량 운행 주의 ▲수도계량기 동파 방지 및 농·축산 시설 보온 등에 유의하세요.[아산시청],2
2023-11-20,7:05:14,서울특별시,,화재,19,"[마포구청]금일 06:41경 서울시 마포구 도화동 317 음식점화 화재 발생, 검은 연기 다량 외부 분출중이니 인근 주민께서는 마포초등학교로 대피바랍니다.",4
2024-08-06,9:53:33,경상북도,칠곡군,물놀이,21,물놀이 안전수칙 준수 ▲충분한 준비운동 ▲구명조끼 착용 ▲야간 및 음주 수영금지 ▲어린이는 보호자와 동행하여 안전에 유의바랍니다 [칠곡군],1
2024-05-21,8:53:53,경기도,경기남부경찰청,실종,18,"안양시에서 실종된 홍성목씨(남,69세)를 찾습니다 -172cm,녹색바람막이,회색추리닝바지,검정지팡이,절뚝거림 vo.la/ztQpo / ☎112 [경기남부경찰청]",1
2024-07-27,19:11:24,강원특별자치도,인제군청,교통,20,"서화리~양구군 해안면 구간(지방도 453호) 임시복구 완료, 단방향 통행 가능, 운행 시 서행 하시기 바라며,지속되는 호우 피해에 유의하시기 바랍니다.[인제군청]",1
2025-01-01,6:00:04,대구광역시,남구,기타,24,"앞산 정산에 많은 인파가 몰려 안전사고 위험으로 통제 중이오니, 시민 여러분들께서는 통행을 자제하여 주시기 바랍니다. [남구]",1
2025-04-05,8:15:47,경기도,양평군,산불,3,"산불발생 위험이 높습니다. 입산및성묘 자제, 쓰레기 영농부산물소각 금지, 화기소지를 절대금지하여 산불예방에 동참하여 주시기 바랍니다.[양평군]",1
2024-08-17,10:04:52,충청남도,청양군,폭염,7,"폭염경보 지속중. 낮시간 야외작업(논, 밭, 건설현장 등)을 자제하여 주시고, 충분한 수분 섭취와 그늘 휴식 등 건강 관리에 유의하시기 바랍니다. [청양군]",2
2024-08-16,10:00:39,경상남도,통영시,물놀이,21,8. 10.~11. 통영시 관내 수난사고 3건 발생 ▲안전한 장소에서 물놀이/레저활동 실시▲구명조끼 착용 등 수상안전 기본수칙을 준수해주시기 바랍니다.[통영시],2
2025-04-09,14:23:09,전라남도,신안군,교통,20,"기압변동이 동진함에 따라 전남 서해안에서는 해수면 상승으로 인해 높은 파도가 해안도로나 방파제를 넘는 곳이 있겠으니, 안전에 유의하시기 바랍니다. [신안군]",2
2024-07-08,22:17:23,세종특별자치시,세종시청,교통,20,가람동 고속도로 송원교 하부도로(이마트 부근) 침수로 차량 통행이 불가하니 우회하세요. [세종시청],2
2024-09-17,12:41:33,충청남도,당진시,폭염,7,당진시 폭염주의보 발효 중 ▲낮시간 야외활동 자제 ▲외출시 모자 및 양산 쓰기 ▲충분한 수분 섭취 등 건강관리에 유의하시기 바랍니다. [당진시],2
2025-04-08,16:24:05,경상북도,김천시,건조,2,"건조한 날씨로 인근 지역에 산불이 발생하고 있습니다. 영농부산물, 쓰레기 소각금지. 산불을 발견시 즉시 신고하세요[김천시]",1
2024-09-21,16:38:22,전라남도,영암군,호우,6,영암군 학산면 신안마을 침수 진행중▲신안마을 주민분들께서는 인근 마을회관으로 신속히 대피하여 주시기 바랍니다. [영암군],4
2024-06-03,11:19:13,서울특별시,강북구,화재,19,오늘 10:57 강북구 미아동 5-23(경남빌라) 건물에서 화재 발생. 연기 다량 발생으로 피해가 우려되오니 안전에 유의하시기 바랍니다. [강북구],2
2024-07-23,14:19:26,경상남도,산청군,폭염,7,"산청군 폭염경보 발효중. 논,밭,야외작업 자제. 충분한 물섭취,양산쓰기,그늘에서 쉬기 등으로 온열질환을 예방하시기 바랍니다 [산청군]",2
